student_id,Gender,gpa_current,attendance_rate,Financial_aid_status,Family_Income,Dropout
S2117,Male,1.87,0.68,FALSE,806802,2
S2118,Female,3.27,0.65,FALSE,536329,1
S2119,Female,3.29,0.64,FALSE,481580,1
S2120,Male,3.72,0.53,FALSE,176375,2
S2121,Female,3.06,0.63,FALSE,488944,1
S2122,Male,3.18,0.57,FALSE,235603,1
S2123,Female,2.61,0.95,FALSE,84375,2
S2124,Female,1.66,0.8,TRUE,823382,2
S2125,Male,2.43,0.99,TRUE,111500,1
S2126,Female,3.53,0.75,FALSE,767345,0
S2127,Female,3.56,0.79,TRUE,135809,0
S2128,Female,2.59,0.52,FALSE,726865,1
S2129,Female,1.54,0.95,FALSE,723062,2
S2130,Male,3.1,0.98,FALSE,389629,1
S2131,Female,2.32,0.55,FALSE,797189,1
S2132,Female,2.67,0.72,FALSE,777981,1
S2133,Female,3.47,0.59,TRUE,263581,1
S2134,Male,3.63,0.74,FALSE,823828,0
S2135,Male,3.7,1,FALSE,846365,0
S2136,Female,3.31,0.64,TRUE,386238,1
S2137,Female,2.79,0.82,FALSE,266972,1
S2138,Female,2.16,0.74,FALSE,643956,1
S2139,Male,3.15,0.98,TRUE,367850,0
S2140,Female,2.25,0.66,FALSE,111536,2
S2141,Female,3.34,0.62,FALSE,903428,1
S2142,Female,1.78,0.85,FALSE,860832,2
S2143,Female,1.66,0.57,TRUE,922703,2
S2144,Female,3.12,0.82,FALSE,829013,0
S2145,Male,1.53,0.89,TRUE,77365,2
S2146,Male,2.92,0.83,FALSE,862725,1
S2147,Female,1.53,0.59,FALSE,995539,2
S2148,Male,3.49,0.77,FALSE,415276,0
S2149,Female,2.76,0.95,FALSE,118652,2
S2150,Male,3.65,0.98,FALSE,432430,0
S2151,Female,1.88,0.68,TRUE,820883,2
S2152,Female,1.78,1,TRUE,519766,2
S2153,Male,3.36,0.61,TRUE,775195,1
S2154,Female,2.59,0.7,FALSE,984498,1
S2155,Male,3.95,0.7,FALSE,756466,0
S2156,Female,3.2,0.72,FALSE,333582,1
S2157,Female,3.76,0.87,FALSE,895344,0
S2158,Male,2.19,0.79,FALSE,654458,1
S2159,Female,1.65,1,FALSE,259844,2
S2160,Female,2.31,0.92,FALSE,293346,1
S2161,Female,3.02,0.72,TRUE,649195,0
S2162,Male,2.88,0.74,FALSE,656526,1
S2163,Male,3.61,0.86,FALSE,695834,0
S2164,Male,1.81,0.81,FALSE,137673,2
S2165,Female,3.21,0.59,FALSE,618022,1
S2166,Male,2.14,0.88,FALSE,831635,1
S2167,Male,1.68,0.55,FALSE,213257,2
S2168,Female,3.37,0.92,FALSE,802742,0
S2169,Male,1.67,0.89,FALSE,575147,2
S2170,Female,1.65,0.81,FALSE,337199,2
S2171,Female,3.87,0.85,TRUE,237588,0
S2172,Female,3.56,0.6,TRUE,645978,1
S2173,Male,3.92,0.79,TRUE,264691,0
S2174,Male,2.14,0.91,FALSE,429267,1
S2175,Female,2.61,0.84,TRUE,862913,1
S2176,Female,3.32,0.58,FALSE,507385,1
S2177,Male,1.85,0.69,FALSE,202569,2
S2178,Male,2.09,0.55,TRUE,686925,1
S2179,Female,3.76,0.61,FALSE,212675,1
S2180,Male,2.58,0.91,TRUE,305573,1
S2181,Male,1.9,0.84,FALSE,559758,2
S2182,Female,2.99,0.57,TRUE,881636,1
S2183,Male,1.74,0.97,FALSE,435697,2
S2184,Female,3.75,0.91,FALSE,798157,0
S2185,Male,3.4,0.83,FALSE,896857,0
S2186,Male,3.91,0.74,TRUE,310236,0
S2187,Male,3.65,0.93,FALSE,699284,0
S2188,Female,2.11,0.87,FALSE,852980,1
S2189,Male,2.68,0.87,FALSE,780242,1
S2190,Male,1.52,0.64,FALSE,979539,2
S2191,Male,1.62,0.53,FALSE,710956,2
S2192,Male,1.91,0.73,FALSE,778279,2
S2193,Female,2.21,0.83,FALSE,292305,1
S2194,Female,1.94,0.88,FALSE,131536,2
S2195,Male,3.6,0.95,FALSE,971334,0
S2196,Male,3.78,0.99,FALSE,785895,0
S2197,Female,3.18,0.59,TRUE,241968,1
S2198,Female,3.1,0.52,FALSE,54000,2
S2199,Female,3.76,0.96,TRUE,208945,0
S2200,Female,2.31,0.59,FALSE,528320,1
S2201,Female,3.11,0.75,FALSE,578011,0
S2202,Female,1.99,0.8,FALSE,185179,2
S2203,Female,2.84,1,TRUE,758225,1
S2204,Female,1.61,0.84,FALSE,698252,2
S2205,Female,2.09,0.72,TRUE,398931,1
S2206,Female,3.69,0.87,FALSE,681701,0
S2207,Female,2.2,0.68,FALSE,315163,1
S2208,Male,1.64,0.78,FALSE,951981,2
S2209,Male,3.76,0.99,FALSE,842876,0
S2210,Female,2.96,1,FALSE,664233,1
S2211,Female,2.95,0.56,FALSE,120350,2
S2212,Female,3.44,0.64,TRUE,92983,1
S2213,Female,3.73,0.91,TRUE,414763,0
S2214,Male,3.69,0.93,TRUE,638588,0
S2215,Male,2.83,0.57,FALSE,433191,1
S2216,Female,2.15,0.94,TRUE,629167,1
S2217,Female,2.39,0.84,TRUE,735514,1
S2218,Female,3.27,0.64,TRUE,372281,1
S2219,Female,2.25,0.84,FALSE,761630,1
S2220,Male,2.11,0.96,TRUE,351280,1
S2221,Male,3.3,0.63,TRUE,358587,1
S2222,Female,2,0.81,TRUE,417954,1
S2223,Male,2.2,0.96,TRUE,760020,1
S2224,Female,2.61,0.75,FALSE,502035,1
S2225,Male,3.31,0.93,FALSE,156795,2
S2226,Male,1.72,0.94,FALSE,587001,2
S2227,Female,2.58,0.85,FALSE,835399,1
S2228,Male,1.55,0.87,TRUE,149454,2
S2229,Female,1.96,0.84,FALSE,402943,2
S2230,Male,2.83,0.84,FALSE,372198,1
S2231,Male,2.62,0.93,FALSE,611212,1
S2232,Male,3.14,0.65,TRUE,522713,1
S2233,Male,2.64,0.92,FALSE,156457,2
S2234,Male,3.21,0.67,FALSE,243794,1
S2235,Male,3.37,0.73,FALSE,987364,0
S2236,Male,1.94,0.79,FALSE,198609,2
S2237,Female,3.75,0.99,TRUE,102207,0
S2238,Male,2.35,0.65,TRUE,609444,1
S2239,Female,2.1,0.84,TRUE,229388,1
S2240,Male,1.92,0.76,FALSE,917505,2
S2241,Male,2.89,0.92,FALSE,911914,1
S2242,Male,2.49,0.76,FALSE,360997,1
S2243,Female,1.62,0.7,TRUE,562696,2
S2244,Female,2.1,0.76,FALSE,445682,1
S2245,Female,2.4,0.83,TRUE,304672,1
S2246,Male,1.76,0.75,FALSE,498638,2
S2247,Female,1.97,0.75,FALSE,592147,2
S2248,Female,2.3,0.55,FALSE,547838,1
S2249,Male,1.66,0.98,FALSE,699922,2
S2250,Male,1.92,0.79,TRUE,374205,2
S2251,Male,3.01,1,TRUE,96213,0
S2252,Female,1.83,0.68,FALSE,539599,2
S2253,Male,3.39,0.86,FALSE,455143,0
S2254,Male,2.81,1,TRUE,580790,1
S2255,Male,2.3,0.95,FALSE,363690,1
S2256,Male,1.87,0.83,TRUE,546706,2
S2257,Female,3.27,0.53,FALSE,854408,1
S2258,Female,1.86,0.83,FALSE,583531,2
S2259,Female,1.88,0.85,FALSE,699763,2
S2260,Male,2,0.64,FALSE,492563,1
S2261,Female,3.76,0.65,FALSE,425467,1
S2262,Male,2.97,0.73,TRUE,638384,1
S2263,Female,1.62,0.66,FALSE,950429,2
S2264,Female,3.81,0.75,FALSE,714322,0
S2265,Male,3.71,0.82,TRUE,929363,0
S2266,Female,2.97,0.52,FALSE,452577,1
S2267,Female,1.63,0.82,FALSE,902892,2
S2268,Male,3.67,0.89,FALSE,318165,1
S2269,Male,3.94,0.93,FALSE,701117,0
S2270,Male,2.27,0.94,FALSE,913157,1
S2271,Male,2.47,0.69,FALSE,433646,1
S2272,Female,1.78,0.68,TRUE,136711,2
S2273,Male,1.57,0.95,FALSE,355425,2
S2274,Female,3.78,0.58,TRUE,337573,1
S2275,Female,2.62,0.88,FALSE,989015,1
S2276,Female,3.75,0.64,FALSE,231902,1
S2277,Female,2.47,0.6,TRUE,683225,1
S2278,Male,2.16,0.56,TRUE,181992,1
S2279,Male,1.82,0.84,FALSE,389120,2
S2280,Male,1.75,0.63,TRUE,249123,2
S2281,Female,2.06,0.74,TRUE,781247,1
S2282,Male,2.4,0.57,FALSE,957275,1
S2283,Female,1.73,0.67,FALSE,560011,2
S2284,Male,3.19,0.57,TRUE,924869,1
S2285,Male,2.81,0.68,FALSE,462170,1
S2286,Male,3.16,0.92,FALSE,738547,0
S2287,Female,1.71,0.8,FALSE,426228,2
S2288,Male,3.11,0.6,TRUE,573166,1
S2289,Female,3.41,0.56,TRUE,758758,1
S2290,Male,1.54,0.82,FALSE,527537,2
S2291,Male,1.61,0.7,FALSE,633932,2
S2292,Female,2.35,0.66,FALSE,659348,1
S2293,Female,2.34,0.73,FALSE,316792,1
S2294,Female,2.74,0.99,FALSE,820792,1
S2295,Female,3.84,0.95,FALSE,503521,0
S2296,Female,3.83,0.97,FALSE,743458,0
S2297,Male,1.64,0.55,FALSE,757543,2
S2298,Female,3.53,0.74,FALSE,85776,2
S2299,Female,2.44,0.7,TRUE,506190,1
S2300,Male,3.15,0.92,FALSE,750539,0
S2301,Male,3.07,0.66,FALSE,741576,1
S2302,Male,2.79,0.87,FALSE,94472,2
S2303,Male,2.76,0.75,FALSE,988224,1
S2304,Male,3.89,0.99,FALSE,374447,1
S2305,Male,1.6,0.65,TRUE,253187,2
S2306,Female,1.79,1,FALSE,546155,2
S2307,Female,3.45,0.94,FALSE,345885,1
S2308,Male,3.73,0.64,FALSE,59897,2
S2309,Female,3.36,0.87,FALSE,413695,0
S2310,Male,1.59,0.67,FALSE,834130,2
S2311,Male,1.84,0.88,FALSE,289986,2
S2312,Female,3.4,0.82,FALSE,264466,1
S2313,Female,3.78,0.68,TRUE,601301,1
S2314,Female,2.5,0.84,FALSE,635407,1
S2315,Male,3.65,0.89,TRUE,908656,0
S2316,Female,2.06,0.85,FALSE,121195,2
S2317,Female,3.29,0.55,TRUE,735547,1
S2318,Female,2.04,0.99,TRUE,105126,1
S2319,Male,3.82,0.86,FALSE,841743,0
S2320,Female,3.8,0.57,FALSE,607148,1
S2321,Female,1.88,0.66,TRUE,646939,2
S2322,Male,3.76,0.88,FALSE,248724,1
S2323,Male,3.74,0.68,FALSE,640897,1
S2324,Female,3.69,0.99,TRUE,367899,0
S2325,Male,2.93,0.99,FALSE,691577,1
S2326,Female,3.07,0.94,FALSE,917115,0
S2327,Female,2.32,1,FALSE,995527,1
S2328,Male,2.52,0.95,FALSE,370410,1
S2329,Female,2.95,0.64,FALSE,960192,1
S2330,Female,3.87,0.72,FALSE,440646,0
S2331,Male,3.01,0.7,FALSE,304578,1
S2332,Female,2.56,0.61,FALSE,117013,2
S2333,Male,2.53,0.65,FALSE,930123,1
S2334,Female,3.66,0.64,FALSE,201550,1
S2335,Female,2.52,0.59,FALSE,522063,1
S2336,Male,2.02,0.73,TRUE,635574,1
S2337,Female,3.71,0.73,FALSE,413620,0
S2338,Male,2.66,0.94,FALSE,71516,2
S2339,Female,3.83,0.7,FALSE,940084,0
S2340,Male,3.77,0.63,TRUE,616983,1
S2341,Female,2.28,0.59,FALSE,61243,2
S2342,Male,1.76,0.52,FALSE,629071,2
S2343,Female,3.9,0.99,FALSE,422067,0
S2344,Male,2.87,0.64,FALSE,472234,1
S2345,Male,2.12,0.8,FALSE,104471,2
S2346,Male,1.72,0.63,FALSE,796400,2
S2347,Male,2.95,0.86,FALSE,929137,1
S2348,Male,1.54,0.86,TRUE,499771,2
S2349,Female,2.93,0.88,FALSE,257960,1
S2350,Male,2.25,0.78,FALSE,992236,1
S2351,Male,1.67,0.76,FALSE,794233,2
S2352,Male,2.05,0.53,TRUE,394977,1
S2353,Female,1.66,0.98,FALSE,715696,2
S2354,Female,3.84,0.53,FALSE,499776,1
S2355,Female,3.76,0.57,FALSE,434776,1
S2356,Male,1.86,0.55,FALSE,258416,2
S2357,Male,1.62,0.7,TRUE,71974,2
S2358,Female,1.8,0.92,FALSE,154631,2
S2359,Female,2.3,0.69,FALSE,136986,2
S2360,Male,3.85,0.72,FALSE,428660,0
S2361,Female,1.96,0.53,FALSE,230944,2
S2362,Female,2.46,0.96,FALSE,860943,1
S2363,Female,1.54,0.55,FALSE,232254,2
S2364,Male,2.96,0.82,FALSE,802966,1
S2365,Male,1.88,0.8,FALSE,774046,2
S2366,Male,3.38,0.78,FALSE,508714,0
S2367,Male,2.17,0.55,FALSE,189197,2
S2368,Female,1.94,0.91,FALSE,257636,2
S2369,Female,3.38,0.65,FALSE,232411,1
S2370,Female,1.52,0.73,TRUE,881953,2
S2371,Female,2.87,0.67,TRUE,57003,1
S2372,Male,2.24,1,FALSE,603139,1
S2373,Male,2.39,0.99,FALSE,607016,1
S2374,Female,3.52,0.77,FALSE,465018,0
S2375,Female,2.16,0.95,FALSE,174441,2
S2376,Female,1.51,0.57,TRUE,767168,2
S2377,Female,1.66,0.66,FALSE,744070,2
S2378,Male,3.57,0.6,FALSE,643314,1
S2379,Male,3.68,0.95,TRUE,123053,0
S2380,Female,1.79,0.59,FALSE,905205,2
S2381,Male,2.92,0.81,TRUE,974760,1
S2382,Male,1.84,0.98,FALSE,350982,2
S2383,Female,2.97,0.91,FALSE,332953,1
S2384,Male,3.49,0.55,FALSE,63361,2
S2385,Female,2.48,0.61,FALSE,816734,1
S2386,Male,2.2,0.82,FALSE,555498,1
S2387,Male,1.86,0.85,TRUE,671539,2
S2388,Male,2.14,0.87,FALSE,936501,1
S2389,Male,2.67,0.95,FALSE,122163,2
S2390,Male,2.58,0.84,FALSE,571483,1
S2391,Female,2.87,0.61,TRUE,502307,1
S2392,Female,3.29,0.86,TRUE,471673,0
S2393,Female,2.61,0.58,TRUE,179709,1
S2394,Male,3.85,0.53,FALSE,391821,1
S2395,Female,1.9,0.96,TRUE,843633,2
S2396,Male,2.65,0.66,FALSE,347897,1
S2397,Female,2.29,0.91,FALSE,642894,1
S2398,Male,1.72,0.69,FALSE,639112,2
S2399,Male,2.37,0.8,FALSE,761224,1
S2400,Female,3.91,0.59,FALSE,786535,1
S2401,Female,2.74,0.74,FALSE,233322,1
S2402,Male,3.48,0.59,FALSE,82201,2
S2403,Male,3.14,0.7,FALSE,548497,0
S2404,Male,3.87,0.87,FALSE,174391,2
S2405,Female,1.87,0.95,TRUE,104382,2
S2406,Male,3.04,0.71,TRUE,281015,0
S2407,Male,1.75,0.91,FALSE,135567,2
S2408,Female,3.99,0.7,TRUE,501145,0
S2409,Female,2.14,0.84,FALSE,251457,1
S2410,Male,1.59,0.82,FALSE,448648,2
S2411,Female,1.99,0.79,FALSE,276453,2
S2412,Male,3.75,0.96,FALSE,281914,1
S2413,Male,1.77,0.95,FALSE,338665,2
S2414,Female,2.66,0.55,FALSE,522205,1
S2415,Female,1.59,0.51,FALSE,747587,2
S2416,Female,2.53,0.5,FALSE,570722,1
S2417,Male,2.82,0.54,FALSE,799810,1
S2418,Male,1.73,0.53,FALSE,880111,2
S2419,Male,3.99,0.94,FALSE,207315,1
S2420,Male,3.73,0.68,TRUE,999012,1
S2421,Male,2.35,0.78,FALSE,264506,1
S2422,Male,3.29,1,FALSE,854279,0
S2423,Male,3.88,0.71,FALSE,939054,0
S2424,Male,3.05,0.65,FALSE,753125,1
S2425,Male,1.76,0.8,FALSE,187676,2
S2426,Male,2.64,0.91,FALSE,364852,1
S2427,Male,2.81,0.64,TRUE,826053,1
S2428,Male,2.86,0.64,TRUE,90446,1
S2429,Male,2.32,0.62,FALSE,759985,1
S2430,Male,2.65,0.99,TRUE,710980,1
S2431,Female,3.68,0.65,FALSE,429535,1
S2432,Female,3.64,0.99,FALSE,785154,0
S2433,Female,3.29,0.75,FALSE,547573,0
S2434,Female,2.06,0.82,FALSE,173409,2
S2435,Male,2.95,0.64,FALSE,78093,2
S2436,Male,2.68,1,TRUE,262603,1
S2437,Female,2.98,0.76,TRUE,374330,1
S2438,Male,2.47,0.79,FALSE,790772,1
S2439,Male,3.35,0.78,FALSE,51717,2
S2440,Female,3.87,0.95,TRUE,375222,0
S2441,Female,2.84,0.51,FALSE,360309,1
S2442,Male,3.79,0.7,FALSE,179264,2
S2443,Female,3.18,0.72,FALSE,250466,1
S2444,Female,2.4,0.59,FALSE,557022,1
S2445,Male,1.88,0.81,FALSE,456953,2
S2446,Female,3.16,0.99,FALSE,904722,0
S2447,Female,1.93,0.76,FALSE,898314,2
S2448,Female,3.62,0.82,FALSE,522124,0
S2449,Male,3.03,0.86,FALSE,778505,0
S2450,Female,3.99,0.59,FALSE,510342,1
S2451,Male,2.18,0.63,FALSE,897433,1
S2452,Female,2.89,0.71,TRUE,130288,1
S2453,Female,2.07,0.65,TRUE,995907,1
S2454,Female,3.55,0.65,FALSE,481045,1
S2455,Female,2.22,0.92,FALSE,750414,1
S2456,Female,3.55,0.84,FALSE,103101,2
S2457,Male,3.34,0.65,FALSE,410369,1
S2458,Male,3.13,0.56,TRUE,677264,1
S2459,Male,1.69,0.89,TRUE,878273,2
S2460,Female,3.82,0.62,TRUE,762525,1
S2461,Male,2.83,0.56,FALSE,493517,1
S2462,Male,2.26,0.55,FALSE,492824,1
S2463,Female,2.84,0.67,TRUE,592499,1
S2464,Male,3.23,0.84,FALSE,177080,2
S2465,Female,2.3,0.95,FALSE,690747,1
S2466,Female,1.67,0.56,FALSE,592445,2
S2467,Female,2.77,0.67,FALSE,389408,1
S2468,Female,2.18,0.89,TRUE,729178,1
S2469,Male,3.05,0.51,FALSE,573261,1
S2470,Female,1.7,0.74,FALSE,287749,2
S2471,Male,1.83,0.56,FALSE,978851,2
S2472,Female,1.85,0.79,FALSE,141649,2
S2473,Female,2.76,0.83,TRUE,435736,1
S2474,Female,2.13,0.57,FALSE,52719,2
S2475,Male,2.78,0.78,TRUE,341013,1
S2476,Male,1.93,0.79,FALSE,772085,2
S2477,Male,2.2,0.64,FALSE,564881,1
S2478,Female,1.85,0.96,FALSE,109304,2
S2479,Male,3.15,0.71,FALSE,108138,2
S2480,Male,2.92,0.89,TRUE,782938,1
S2481,Male,2.72,0.6,TRUE,96281,1
S2482,Male,3.6,0.74,FALSE,884144,0
S2483,Female,1.78,0.98,FALSE,810509,2
S2484,Female,1.92,0.76,FALSE,860550,2
S2485,Male,3.78,0.85,FALSE,613568,0
S2486,Female,2.82,0.6,FALSE,204519,1
S2487,Female,3.43,0.69,TRUE,304687,1
S2488,Male,3.24,0.62,TRUE,635059,1
S2489,Female,2.64,0.97,TRUE,404523,1
S2490,Female,2.2,0.68,FALSE,906327,1
S2491,Female,1.63,0.77,TRUE,277077,2
S2492,Male,1.93,0.79,TRUE,562948,2
S2493,Female,2.32,0.5,FALSE,864768,1
S2494,Female,3.73,0.79,FALSE,900212,0
S2495,Male,2.51,0.99,FALSE,705310,1
S2496,Male,3.95,0.97,FALSE,582082,0
S2497,Male,3.83,0.67,FALSE,845260,1
S2498,Female,2.23,0.93,FALSE,952719,1
S2499,Male,2.01,0.73,FALSE,191568,2
S2500,Male,3.83,0.8,FALSE,906622,0
S2501,Male,3.88,0.87,FALSE,410550,0
S2502,Female,3.73,0.96,TRUE,349596,0
S2503,Female,2.57,0.74,TRUE,856393,1
S2504,Male,2,0.99,FALSE,76546,2
S2505,Female,3.91,0.63,FALSE,269759,1
S2506,Male,1.81,0.65,FALSE,868035,2
S2507,Female,2.44,0.88,FALSE,787222,1
S2508,Male,3.9,0.85,TRUE,242830,0
S2509,Female,3.22,0.69,FALSE,63001,2
S2510,Female,2.89,0.62,TRUE,973679,1
S2511,Female,3.3,0.91,FALSE,588567,0
S2512,Female,1.86,0.61,TRUE,343493,2
S2513,Female,3.42,0.75,FALSE,727846,0
S2514,Male,3.22,0.7,FALSE,334067,1
S2515,Female,1.96,0.84,FALSE,421695,2
S2516,Male,2.43,0.85,FALSE,334566,1
S2517,Male,1.55,0.63,TRUE,459186,2
S2518,Male,3.97,0.97,FALSE,922862,0
S2519,Male,2.01,0.52,FALSE,952650,1
S2520,Male,1.75,0.54,FALSE,451544,2
S2521,Male,3.32,0.82,TRUE,470572,0
S2522,Female,1.97,0.73,FALSE,150350,2
S2523,Female,3.14,0.91,FALSE,843748,0
S2524,Female,3.03,0.65,FALSE,583460,1
S2525,Female,2.08,0.79,FALSE,260040,1
S2526,Female,3.5,0.61,TRUE,270818,1
S2527,Male,1.94,0.71,FALSE,682443,2
S2528,Male,2.46,0.76,TRUE,191587,1
S2529,Male,3.51,0.8,TRUE,211096,0
S2530,Male,3.08,0.59,FALSE,234718,1
S2531,Male,2.34,0.95,FALSE,409030,1
S2532,Female,2.44,0.9,FALSE,792332,1
S2533,Female,3.87,0.65,FALSE,315306,1
S2534,Male,2.56,0.52,FALSE,544212,1
S2535,Female,1.77,0.62,FALSE,545480,2
S2536,Male,3.88,0.53,FALSE,659885,1
S2537,Male,2.65,0.92,FALSE,273206,1
S2538,Male,3.91,0.83,FALSE,78690,2
S2539,Female,2.86,0.94,TRUE,477480,1
S2540,Female,2.72,0.83,TRUE,860914,1
S2541,Female,2.81,0.63,FALSE,479021,1
S2542,Female,2.76,0.95,FALSE,734823,1
S2543,Female,2.6,0.58,TRUE,897844,1
S2544,Male,1.62,0.88,FALSE,795651,2
S2545,Male,3.93,0.94,FALSE,504416,0
S2546,Male,3.57,0.99,TRUE,485022,0
S2547,Female,2.27,0.97,FALSE,216348,1
S2548,Female,1.74,0.87,FALSE,827919,2
S2549,Male,3.32,0.61,FALSE,667600,1
S2550,Male,3.29,0.62,FALSE,525412,1
S2551,Female,3.87,0.85,TRUE,246757,0
S2552,Female,3.51,1,FALSE,502720,0
S2553,Male,1.77,0.66,FALSE,550856,2
S2554,Male,2.62,0.99,TRUE,291400,1
S2555,Male,3.48,0.51,FALSE,759264,1
S2556,Female,3.75,0.97,FALSE,771797,0
S2557,Female,1.6,0.82,FALSE,87639,2
S2558,Female,2.99,0.52,TRUE,296786,1
S2559,Female,3.36,0.8,FALSE,802880,0
S2560,Male,1.56,0.98,FALSE,763919,2
S2561,Female,2.12,0.82,FALSE,205731,1
S2562,Female,1.53,0.82,FALSE,239072,2
S2563,Male,2.01,0.99,TRUE,763621,1
S2564,Male,2.22,0.69,FALSE,302371,1
S2565,Male,3.33,0.87,FALSE,140409,2
S2566,Male,3.12,0.77,FALSE,905897,0
S2567,Male,1.89,0.74,FALSE,688346,2
S2568,Male,2.92,0.95,FALSE,74222,2
S2569,Male,3.04,0.59,FALSE,830285,1
S2570,Female,2.42,0.51,FALSE,552043,1
S2571,Male,2.43,0.9,FALSE,570622,1
S2572,Male,3.89,0.98,FALSE,843665,0
S2573,Male,2.11,0.92,FALSE,617509,1
S2574,Male,2.6,0.7,FALSE,738603,1
S2575,Male,3.45,1,FALSE,550460,0
S2576,Male,3.67,0.65,FALSE,105155,2
S2577,Male,2.03,0.84,FALSE,443574,1
S2578,Male,3.55,0.61,FALSE,436476,1
S2579,Female,3.33,0.79,FALSE,342775,1
S2580,Female,3,0.74,FALSE,859993,0
S2581,Female,2.85,0.89,FALSE,617469,1
S2582,Female,2.34,0.89,FALSE,318363,1
S2583,Male,1.53,0.57,TRUE,676163,2
S2584,Male,2.79,0.61,FALSE,57823,2
S2585,Female,1.69,0.64,TRUE,819584,2
S2586,Male,3.42,0.63,TRUE,797231,1
S2587,Male,3.96,0.56,FALSE,647073,1
S2588,Female,3.57,0.84,FALSE,423267,0
S2589,Female,2.43,0.96,FALSE,971957,1
S2590,Male,2.96,0.75,TRUE,289730,1
S2591,Female,2.19,0.87,FALSE,790281,1
S2592,Female,2.32,0.96,TRUE,916025,1
S2593,Male,1.7,0.65,FALSE,746349,2
S2594,Female,2.23,0.72,FALSE,552248,1
S2595,Male,2.63,0.76,TRUE,515210,1
S2596,Male,3.62,0.98,FALSE,956011,0
S2597,Female,3.77,0.76,FALSE,706837,0
S2598,Male,2.35,0.97,TRUE,354959,1
S2599,Female,3.42,0.66,FALSE,734018,1
S2600,Male,3.79,0.56,FALSE,76749,2
S2601,Female,3.16,0.84,TRUE,736005,0
S2602,Female,1.51,0.61,FALSE,932001,2
S2603,Female,2.63,0.63,FALSE,837726,1
S2604,Male,2.94,0.59,FALSE,247726,1
S2605,Male,2.76,0.75,FALSE,665109,1
S2606,Male,1.56,0.67,FALSE,921511,2
S2607,Male,2.12,0.88,FALSE,434235,1
S2608,Female,3.86,0.82,FALSE,906215,0
S2609,Female,2.08,0.89,FALSE,974255,1
S2610,Male,2.16,0.85,TRUE,371031,1
S2611,Female,3.35,0.75,FALSE,349677,1
S2612,Male,2.09,0.8,FALSE,242660,1
S2613,Female,1.9,0.94,FALSE,188768,2
S2614,Female,1.86,0.65,FALSE,92700,2
S2615,Female,3.45,0.8,FALSE,527500,0
S2616,Female,3.2,0.84,TRUE,448240,0
S2617,Female,3.35,0.99,FALSE,324192,1
S2618,Male,3.24,0.52,FALSE,80506,2
S2619,Female,2.96,0.79,FALSE,319261,1
S2620,Male,2.8,0.66,FALSE,673944,1
S2621,Female,3.17,0.84,TRUE,666091,0
S2622,Male,3.79,0.95,TRUE,760360,0
S2623,Male,3.21,0.78,TRUE,741427,0
S2624,Female,2.66,0.78,FALSE,349640,1
S2625,Male,2.3,0.81,FALSE,333353,1
S2626,Female,2.92,0.57,FALSE,112657,2
S2627,Male,3.42,0.61,TRUE,74531,1
S2628,Male,3.71,0.7,FALSE,72311,2
S2629,Male,1.51,0.74,FALSE,967515,2
S2630,Male,2.31,0.81,FALSE,691111,1
S2631,Male,3.13,0.66,FALSE,579698,1
S2632,Male,2.46,0.59,TRUE,886081,1
S2633,Female,1.79,0.95,FALSE,301521,2
S2634,Male,1.77,0.73,TRUE,294050,2
S2635,Female,2.78,0.71,FALSE,689813,1
S2636,Female,3.85,0.93,FALSE,795874,0
S2637,Male,1.76,0.65,FALSE,818269,2
S2638,Female,2.12,0.93,FALSE,365551,1
S2639,Female,2.83,0.84,FALSE,205833,1
S2640,Female,1.87,0.62,FALSE,918857,2
S2641,Female,2.19,0.5,FALSE,178738,2
S2642,Female,3.13,0.81,FALSE,215105,1
S2643,Female,2.89,0.59,TRUE,273434,1
S2644,Male,3.78,0.67,FALSE,830809,1
S2645,Female,3.18,0.93,FALSE,667567,0
S2646,Female,3.05,0.85,TRUE,551947,0
S2647,Male,2.69,0.51,FALSE,437808,1
S2648,Female,2.05,0.65,FALSE,522084,1
S2649,Male,3.61,0.97,TRUE,439313,0
S2650,Male,3.53,0.74,FALSE,770359,0
S2651,Female,3.89,0.74,FALSE,952707,0
S2652,Male,1.71,0.7,FALSE,630462,2
S2653,Male,1.76,0.99,TRUE,651469,2
S2654,Male,2.44,0.92,TRUE,429443,1
S2655,Female,1.69,0.66,FALSE,892684,2
S2656,Female,3.94,0.7,FALSE,128310,2
S2657,Female,3.08,0.69,FALSE,579150,1
S2658,Female,3.81,0.79,FALSE,385835,1
S2659,Male,3.45,0.98,FALSE,631457,0
S2660,Male,3.39,0.53,FALSE,167865,2
S2661,Male,1.86,0.84,FALSE,750798,2
S2662,Female,2.05,0.98,FALSE,300205,1
S2663,Male,2.77,0.53,FALSE,146740,2
S2664,Female,3.26,0.66,FALSE,67112,2
S2665,Male,1.75,0.99,TRUE,330370,2
S2666,Male,3.51,0.56,TRUE,804217,1
S2667,Female,3.63,0.68,FALSE,455734,1
S2668,Male,2.62,0.64,FALSE,156306,2
S2669,Male,1.64,0.53,TRUE,70331,2
S2670,Male,1.76,0.77,FALSE,917894,2
S2671,Male,3.23,0.66,FALSE,493676,1
S2672,Female,1.98,0.87,TRUE,157711,2
S2673,Female,2.45,0.65,FALSE,484147,1
S2674,Female,1.69,0.97,TRUE,205381,2
S2675,Male,2.94,0.83,TRUE,825427,1
